#    L    TT             EE             BB             TE             PP             TP             EP          
  1968    0.22273E+03    0.10109E+02    0.00000E+00   -0.21401E+02    0.11499E-08    0.24496E-06   -0.25990E-07
  1969    0.22299E+03    0.10041E+02    0.00000E+00   -0.21456E+02    0.11483E-08    0.12462E-06   -0.20304E-07
  1970    0.22325E+03    0.99751E+01    0.00000E+00   -0.21506E+02    0.11467E-08    0.45664E-08   -0.14661E-07
  1971    0.22351E+03    0.99069E+01    0.00000E+00   -0.21553E+02    0.11451E-08   -0.11503E-06   -0.90702E-08
  1972    0.22377E+03    0.98374E+01    0.00000E+00   -0.21594E+02    0.11435E-08   -0.23400E-06   -0.35420E-08
  1973    0.22403E+03    0.97690E+01    0.00000E+00   -0.21632E+02    0.11419E-08   -0.35216E-06    0.19145E-08
  1974    0.22431E+03    0.96987E+01    0.00000E+00   -0.21665E+02    0.11403E-08   -0.46934E-06    0.72898E-08
  1975    0.22457E+03    0.96287E+01    0.00000E+00   -0.21695E+02    0.11387E-08   -0.58535E-06    0.12575E-07
  1976    0.22484E+03    0.95575E+01    0.00000E+00   -0.21719E+02    0.11371E-08   -0.70003E-06    0.17759E-07
  1977    0.22511E+03    0.94866E+01    0.00000E+00   -0.21740E+02    0.11355E-08   -0.81319E-06    0.22835E-07
  1978    0.22537E+03    0.94153E+01    0.00000E+00   -0.21755E+02    0.11339E-08   -0.92467E-06    0.27791E-07
  1979    0.22564E+03    0.93436E+01    0.00000E+00   -0.21767E+02    0.11324E-08   -0.10343E-05    0.32619E-07
  1980    0.22592E+03    0.92714E+01    0.00000E+00   -0.21775E+02    0.11308E-08   -0.11419E-05    0.37309E-07
  1981    0.22618E+03    0.91989E+01    0.00000E+00   -0.21778E+02    0.11292E-08   -0.12472E-05    0.41851E-07
  1982    0.22644E+03    0.91259E+01    0.00000E+00   -0.21777E+02    0.11276E-08   -0.13502E-05    0.46237E-07
  1983    0.22671E+03    0.90525E+01    0.00000E+00   -0.21772E+02    0.11260E-08   -0.14506E-05    0.50456E-07
  1984    0.22698E+03    0.89795E+01    0.00000E+00   -0.21762E+02    0.11245E-08   -0.15482E-05    0.54500E-07
  1985    0.22724E+03    0.89053E+01    0.00000E+00   -0.21748E+02    0.11229E-08   -0.16429E-05    0.58359E-07
  1986    0.22750E+03    0.88315E+01    0.00000E+00   -0.21730E+02    0.11213E-08   -0.17345E-05    0.62022E-07
  1987    0.22775E+03    0.87580E+01    0.00000E+00   -0.21708E+02    0.11197E-08   -0.18229E-05    0.65482E-07
  1988    0.22801E+03    0.86841E+01    0.00000E+00   -0.21682E+02    0.11182E-08   -0.19078E-05    0.68728E-07
  1989    0.22826E+03    0.86106E+01    0.00000E+00   -0.21650E+02    0.11166E-08   -0.19891E-05    0.71751E-07
  1990    0.22851E+03    0.85367E+01    0.00000E+00   -0.21616E+02    0.11151E-08   -0.20665E-05    0.74542E-07
  1991    0.22875E+03    0.84617E+01    0.00000E+00   -0.21577E+02    0.11135E-08   -0.21400E-05    0.77090E-07
  1992    0.22898E+03    0.83877E+01    0.00000E+00   -0.21534E+02    0.11119E-08   -0.22093E-05    0.79387E-07
  1993    0.22921E+03    0.83142E+01    0.00000E+00   -0.21486E+02    0.11104E-08   -0.22744E-05    0.81423E-07
  1994    0.22944E+03    0.82395E+01    0.00000E+00   -0.21435E+02    0.11088E-08   -0.23348E-05    0.83189E-07
  1995    0.22968E+03    0.81653E+01    0.00000E+00   -0.21381E+02    0.11073E-08   -0.23907E-05    0.84674E-07
  1996    0.22989E+03    0.80906E+01    0.00000E+00   -0.21322E+02    0.11057E-08   -0.24416E-05    0.85871E-07
  1997    0.23010E+03    0.80164E+01    0.00000E+00   -0.21258E+02    0.11042E-08   -0.24875E-05    0.86769E-07
  1998    0.23032E+03    0.79432E+01    0.00000E+00   -0.21190E+02    0.11027E-08   -0.25282E-05    0.87358E-07
  1999    0.23052E+03    0.78690E+01    0.00000E+00   -0.21120E+02    0.11011E-08   -0.25635E-05    0.87630E-07
  2000    0.23071E+03    0.77959E+01    0.00000E+00   -0.21045E+02    0.10996E-08   -0.25933E-05    0.87574E-07
  2001    0.23090E+03    0.77232E+01    0.00000E+00   -0.20966E+02    0.10980E-08   -0.26174E-05    0.87186E-07
  2002    0.23108E+03    0.76502E+01    0.00000E+00   -0.20883E+02    0.10965E-08   -0.26359E-05    0.86476E-07
  2003    0.23126E+03    0.75775E+01    0.00000E+00   -0.20797E+02    0.10950E-08   -0.26490E-05    0.85457E-07
  2004    0.23144E+03    0.75053E+01    0.00000E+00   -0.20707E+02    0.10934E-08   -0.26570E-05    0.84145E-07
  2005    0.23159E+03    0.74326E+01    0.00000E+00   -0.20613E+02    0.10919E-08   -0.26600E-05    0.82554E-07
  2006    0.23175E+03    0.73619E+01    0.00000E+00   -0.20517E+02    0.10904E-08   -0.26581E-05    0.80697E-07
  2007    0.23189E+03    0.72900E+01    0.00000E+00   -0.20415E+02    0.10889E-08   -0.26516E-05    0.78590E-07
  2008    0.23203E+03    0.72185E+01    0.00000E+00   -0.20311E+02    0.10873E-08   -0.26407E-05    0.76247E-07
  2009    0.23216E+03    0.71481E+01    0.00000E+00   -0.20202E+02    0.10858E-08   -0.26255E-05    0.73681E-07
  2010    0.23228E+03    0.70781E+01    0.00000E+00   -0.20091E+02    0.10843E-08   -0.26063E-05    0.70907E-07
  2011    0.23240E+03    0.70076E+01    0.00000E+00   -0.19976E+02    0.10828E-08   -0.25832E-05    0.67941E-07
  2012    0.23250E+03    0.69383E+01    0.00000E+00   -0.19858E+02    0.10813E-08   -0.25563E-05    0.64795E-07
  2013    0.23259E+03    0.68686E+01    0.00000E+00   -0.19737E+02    0.10798E-08   -0.25260E-05    0.61484E-07
  2014    0.23268E+03    0.68007E+01    0.00000E+00   -0.19611E+02    0.10783E-08   -0.24923E-05    0.58022E-07
  2015    0.23276E+03    0.67324E+01    0.00000E+00   -0.19484E+02    0.10768E-08   -0.24555E-05    0.54425E-07
  2016    0.23284E+03    0.66652E+01    0.00000E+00   -0.19352E+02    0.10753E-08   -0.24158E-05    0.50706E-07
  2017    0.23290E+03    0.65984E+01    0.00000E+00   -0.19218E+02    0.10738E-08   -0.23732E-05    0.46879E-07
  2018    0.23295E+03    0.65320E+01    0.00000E+00   -0.19081E+02    0.10723E-08   -0.23281E-05    0.42959E-07
  2019    0.23298E+03    0.64661E+01    0.00000E+00   -0.18939E+02    0.10708E-08   -0.22806E-05    0.38960E-07
  2020    0.23302E+03    0.64006E+01    0.00000E+00   -0.18796E+02    0.10693E-08   -0.22309E-05    0.34896E-07
  2021    0.23305E+03    0.63363E+01    0.00000E+00   -0.18649E+02    0.10678E-08   -0.21791E-05    0.30783E-07
  2022    0.23305E+03    0.62724E+01    0.00000E+00   -0.18500E+02    0.10663E-08   -0.21255E-05    0.26633E-07
  2023    0.23305E+03    0.62091E+01    0.00000E+00   -0.18348E+02    0.10648E-08   -0.20703E-05    0.22462E-07
  2024    0.23305E+03    0.61464E+01    0.00000E+00   -0.18194E+02    0.10633E-08   -0.20135E-05    0.18283E-07
  2025    0.23302E+03    0.60843E+01    0.00000E+00   -0.18036E+02    0.10618E-08   -0.19555E-05    0.14112E-07
  2026    0.23299E+03    0.60230E+01    0.00000E+00   -0.17876E+02    0.10604E-08   -0.18964E-05    0.99613E-08
  2027    0.23296E+03    0.59624E+01    0.00000E+00   -0.17714E+02    0.10589E-08   -0.18364E-05    0.58468E-08
  2028    0.23290E+03    0.59026E+01    0.00000E+00   -0.17549E+02    0.10574E-08   -0.17756E-05    0.17822E-08
  2029    0.23284E+03    0.58434E+01    0.00000E+00   -0.17381E+02    0.10559E-08   -0.17144E-05   -0.22180E-08
  2030    0.23277E+03    0.57850E+01    0.00000E+00   -0.17212E+02    0.10544E-08   -0.16527E-05   -0.61397E-08
  2031    0.23268E+03    0.57274E+01    0.00000E+00   -0.17040E+02    0.10530E-08   -0.15909E-05   -0.99684E-08
  2032    0.23259E+03    0.56705E+01    0.00000E+00   -0.16866E+02    0.10515E-08   -0.15291E-05   -0.13690E-07
  2033    0.23248E+03    0.56145E+01    0.00000E+00   -0.16690E+02    0.10500E-08   -0.14675E-05   -0.17290E-07
  2034    0.23237E+03    0.55594E+01    0.00000E+00   -0.16512E+02    0.10486E-08   -0.14062E-05   -0.20754E-07
  2035    0.23223E+03    0.55050E+01    0.00000E+00   -0.16332E+02    0.10471E-08   -0.13456E-05   -0.24067E-07
  2036    0.23209E+03    0.54514E+01    0.00000E+00   -0.16150E+02    0.10457E-08   -0.12857E-05   -0.27217E-07
  2037    0.23194E+03    0.53988E+01    0.00000E+00   -0.15966E+02    0.10442E-08   -0.12268E-05   -0.30187E-07
  2038    0.23177E+03    0.53470E+01    0.00000E+00   -0.15781E+02    0.10427E-08   -0.11689E-05   -0.32964E-07
  2039    0.23160E+03    0.52962E+01    0.00000E+00   -0.15593E+02    0.10413E-08   -0.11124E-05   -0.35534E-07
  2040    0.23141E+03    0.52462E+01    0.00000E+00   -0.15405E+02    0.10398E-08   -0.10574E-05   -0.37882E-07
  2041    0.23121E+03    0.51970E+01    0.00000E+00   -0.15214E+02    0.10384E-08   -0.10041E-05   -0.39994E-07
  2042    0.23100E+03    0.51489E+01    0.00000E+00   -0.15023E+02    0.10369E-08   -0.95264E-06   -0.41855E-07
  2043    0.23077E+03    0.51017E+01    0.00000E+00   -0.14829E+02    0.10355E-08   -0.90324E-06   -0.43452E-07
