  1.000E-01  8.261E-14 -1.951E-16  2.720E-14  3.327E-37  4.189E-37  5.273E-37  6.639E-37  8.358E-37  1.052E-36  1.325E-36  1.667E-36  2.099E-36  2.643E-36  3.327E-36  4.123E-40  5.191E-40  6.535E-40  8.227E-40  1.036E-39  1.304E-39  1.642E-39  2.066E-39  2.601E-39  3.275E-39  4.123E-39
  1.017E-01  8.148E-14 -1.385E-16  2.727E-14  5.518E-37  6.947E-37  8.746E-37  1.101E-36  1.386E-36  1.745E-36  2.197E-36  2.765E-36  3.481E-36  4.383E-36  5.517E-36  6.941E-40  8.737E-40  1.100E-39  1.385E-39  1.743E-39  2.195E-39  2.763E-39  3.478E-39  4.378E-39  5.512E-39  6.940E-39
  1.035E-01  8.015E-14 -7.407E-17  2.728E-14  8.955E-37  1.127E-36  1.419E-36  1.787E-36  2.249E-36  2.832E-36  3.565E-36  4.488E-36  5.649E-36  7.112E-36  8.953E-36  1.137E-39  1.431E-39  1.802E-39  2.268E-39  2.856E-39  3.595E-39  4.526E-39  5.697E-39  7.171E-39  9.029E-39  1.137E-38
  1.053E-01  7.882E-14 -1.196E-17  2.725E-14  1.434E-36  1.805E-36  2.273E-36  2.861E-36  3.602E-36  4.534E-36  5.708E-36  7.186E-36  9.046E-36  1.139E-35  1.434E-35  1.825E-39  2.298E-39  2.893E-39  3.642E-39  4.585E-39  5.773E-39  7.267E-39  9.148E-39  1.152E-38  1.450E-38  1.825E-38
  1.071E-01  7.771E-14  3.921E-17  2.719E-14  2.292E-36  2.885E-36  3.632E-36  4.573E-36  5.757E-36  7.248E-36  9.124E-36  1.149E-35  1.446E-35  1.820E-35  2.292E-35  2.915E-39  3.670E-39  4.620E-39  5.817E-39  7.323E-39  9.219E-39  1.161E-38  1.461E-38  1.839E-38  2.315E-38  2.915E-38
  1.090E-01  7.678E-14  8.455E-17  2.715E-14  3.649E-36  4.594E-36  5.784E-36  7.281E-36  9.166E-36  1.154E-35  1.453E-35  1.829E-35  2.302E-35  2.898E-35  3.649E-35  4.637E-39  5.837E-39  7.349E-39  9.252E-39  1.165E-38  1.466E-38  1.846E-38  2.324E-38  2.925E-38  3.683E-38  4.636E-38
  1.109E-01  7.595E-14  1.285E-16  2.714E-14  5.769E-36  7.262E-36  9.143E-36  1.151E-35  1.449E-35  1.824E-35  2.297E-35  2.891E-35  3.639E-35  4.582E-35  5.768E-35  7.329E-39  9.226E-39  1.162E-38  1.462E-38  1.841E-38  2.318E-38  2.918E-38  3.673E-38  4.623E-38  5.821E-38  7.328E-38
  1.128E-01  7.522E-14  1.709E-16  2.713E-14  9.051E-36  1.139E-35  1.434E-35  1.806E-35  2.274E-35  2.862E-35  3.603E-35  4.536E-35  5.710E-35  7.189E-35  9.050E-35  1.150E-38  1.448E-38  1.822E-38  2.294E-38  2.888E-38  3.636E-38  4.578E-38  5.763E-38  7.254E-38  9.133E-38  1.150E-37
  1.148E-01  7.455E-14  2.126E-16  2.714E-14  1.409E-35  1.773E-35  2.232E-35  2.810E-35  3.538E-35  4.454E-35  5.607E-35  7.059E-35  8.886E-35  1.119E-34  1.408E-34  1.790E-38  2.253E-38  2.837E-38  3.571E-38  4.496E-38  5.660E-38  7.126E-38  8.970E-38  1.129E-37  1.422E-37  1.790E-37
  1.168E-01  7.395E-14  2.537E-16  2.715E-14  2.175E-35  2.738E-35  3.447E-35  4.339E-35  5.463E-35  6.877E-35  8.658E-35  1.090E-34  1.372E-34  1.727E-34  2.174E-34  2.765E-38  3.481E-38  4.382E-38  5.517E-38  6.946E-38  8.744E-38  1.101E-37  1.386E-37  1.744E-37  2.196E-37  2.765E-37
  1.188E-01  7.340E-14  2.948E-16  2.718E-14  3.330E-35  4.192E-35  5.278E-35  6.644E-35  8.365E-35  1.053E-34  1.326E-34  1.669E-34  2.101E-34  2.645E-34  3.330E-34  4.237E-38  5.334E-38  6.715E-38  8.454E-38  1.064E-37  1.340E-37  1.687E-37  2.123E-37  2.673E-37  3.365E-37  4.236E-37
  1.209E-01  7.290E-14  3.355E-16  2.722E-14  5.057E-35  6.367E-35  8.015E-35  1.009E-34  1.270E-34  1.599E-34  2.013E-34  2.534E-34  3.190E-34  4.017E-34  5.057E-34  6.441E-38  8.109E-38  1.021E-37  1.285E-37  1.618E-37  2.037E-37  2.564E-37  3.228E-37  4.063E-37  5.116E-37  6.440E-37
  1.230E-01  7.244E-14  3.767E-16  2.727E-14  7.616E-35  9.587E-35  1.207E-34  1.520E-34  1.913E-34  2.408E-34  3.032E-34  3.817E-34  4.804E-34  6.049E-34  7.615E-34  9.712E-38  1.223E-37  1.539E-37  1.938E-37  2.440E-37  3.071E-37  3.867E-37  4.867E-37  6.127E-37  7.714E-37  9.711E-37
  1.251E-01  7.202E-14  4.184E-16  2.733E-14  1.137E-34  1.432E-34  1.802E-34  2.269E-34  2.857E-34  3.596E-34  4.528E-34  5.700E-34  7.175E-34  9.033E-34  1.137E-33  1.453E-37  1.829E-37  2.302E-37  2.898E-37  3.649E-37  4.594E-37  5.783E-37  7.280E-37  9.164E-37  1.154E-36  1.452E-36
  1.273E-01  7.164E-14  4.606E-16  2.740E-14  1.684E-34  2.120E-34  2.669E-34  3.360E-34  4.230E-34  5.325E-34  6.704E-34  8.439E-34  1.062E-33  1.337E-33  1.684E-33  2.155E-37  2.713E-37  3.415E-37  4.300E-37  5.413E-37  6.814E-37  8.579E-37  1.080E-36  1.359E-36  1.711E-36  2.155E-36
  1.295E-01  7.128E-14  5.036E-16  2.749E-14  2.473E-34  3.113E-34  3.919E-34  4.934E-34  6.211E-34  7.819E-34  9.844E-34  1.239E-33  1.560E-33  1.964E-33  2.472E-33  3.171E-37  3.992E-37  5.026E-37  6.327E-37  7.966E-37  1.003E-36  1.262E-36  1.589E-36  2.001E-36  2.519E-36  3.171E-36
  1.318E-01  7.096E-14  5.478E-16  2.758E-14  3.599E-34  4.531E-34  5.704E-34  7.181E-34  9.041E-34  1.138E-33  1.433E-33  1.804E-33  2.271E-33  2.859E-33  3.599E-33  4.628E-37  5.826E-37  7.335E-37  9.234E-37  1.163E-36  1.463E-36  1.842E-36  2.319E-36  2.920E-36  3.676E-36  4.627E-36
  1.340E-01  7.067E-14  5.936E-16  2.770E-14  5.191E-34  6.535E-34  8.227E-34  1.036E-33  1.304E-33  1.642E-33  2.067E-33  2.602E-33  3.275E-33  4.123E-33  5.191E-33  6.696E-37  8.430E-37  1.061E-36  1.336E-36  1.682E-36  2.118E-36  2.666E-36  3.356E-36  4.224E-36  5.318E-36  6.695E-36
  1.364E-01  7.040E-14  6.415E-16  2.783E-14  7.419E-34  9.340E-34  1.176E-33  1.480E-33  1.864E-33  2.346E-33  2.953E-33  3.718E-33  4.680E-33  5.892E-33  7.418E-33  9.606E-37  1.209E-36  1.522E-36  1.917E-36  2.413E-36  3.038E-36  3.824E-36  4.814E-36  6.060E-36  7.630E-36  9.605E-36
  1.387E-01  7.015E-14  6.923E-16  2.798E-14  1.049E-33  1.321E-33  1.663E-33  2.094E-33  2.636E-33  3.318E-33  4.178E-33  5.259E-33  6.620E-33  8.335E-33  1.049E-32  1.365E-36  1.719E-36  2.164E-36  2.724E-36  3.429E-36  4.317E-36  5.435E-36  6.842E-36  8.613E-36  1.084E-35  1.365E-35
  1.412E-01  6.993E-14  7.484E-16  2.817E-14  1.466E-33  1.845E-33  2.323E-33  2.925E-33  3.682E-33  4.636E-33  5.836E-33  7.346E-33  9.248E-33  1.164E-32  1.466E-32  1.919E-36  2.416E-36  3.042E-36  3.829E-36  4.821E-36  6.069E-36  7.641E-36  9.618E-36  1.211E-35  1.524E-35  1.919E-35
  1.436E-01  6.967E-14  8.152E-16  2.844E-14  1.996E-33  2.513E-33  3.164E-33  3.983E-33  5.015E-33  6.313E-33  7.948E-33  1.001E-32  1.260E-32  1.586E-32  1.996E-32  2.633E-36  3.315E-36  4.173E-36  5.254E-36  6.614E-36  8.327E-36  1.048E-35  1.320E-35  1.661E-35  2.091E-35  2.633E-35
  1.461E-01  6.936E-14  8.901E-16  2.879E-14  2.631E-33  3.312E-33  4.169E-33  5.249E-33  6.608E-33  8.319E-33  1.047E-32  1.318E-32  1.660E-32  2.089E-32  2.630E-32  3.488E-36  4.391E-36  5.528E-36  6.960E-36  8.762E-36  1.103E-35  1.389E-35  1.748E-35  2.201E-35  2.770E-35  3.488E-35
  1.486E-01  6.904E-14  9.618E-16  2.921E-14  3.377E-33  4.251E-33  5.352E-33  6.738E-33  8.483E-33  1.068E-32  1.344E-32  1.692E-32  2.131E-32  2.682E-32  3.377E-32  4.480E-36  5.640E-36  7.101E-36  8.940E-36  1.125E-35  1.417E-35  1.784E-35  2.245E-35  2.827E-35  3.559E-35  4.480E-35
  1.512E-01  6.878E-14  1.028E-15  2.972E-14  4.254E-33  5.355E-33  6.742E-33  8.488E-33  1.069E-32  1.345E-32  1.694E-32  2.132E-32  2.684E-32  3.379E-32  4.254E-32  5.628E-36  7.085E-36  8.919E-36  1.123E-35  1.414E-35  1.780E-35  2.240E-35  2.820E-35  3.550E-35  4.470E-35  5.627E-35
